Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1969,affiliation_id_1969,affiliation_country_1969,affiliation_display_name_1968,affiliation_id_1968,affiliation_country_1968,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1963,affiliation_id_1963,affiliation_country_1963,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1961,affiliation_id_1961,affiliation_country_1961,affiliation_display_name_1960,affiliation_id_1960,affiliation_country_1960,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1957,affiliation_id_1957,affiliation_country_1957,affiliation_display_name_1955,affiliation_id_1955,affiliation_country_1955,affiliation_display_name_1954,affiliation_id_1954,affiliation_country_1954,affiliation_display_name_1937,affiliation_id_1937,affiliation_country_1937,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1934,affiliation_id_1934,affiliation_country_1934,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_display_name_1922,affiliation_id_1922,affiliation_country_1922,affiliation_display_name_1921,affiliation_id_1921,affiliation_country_1921,affiliation_display_name_1918,affiliation_id_1918,affiliation_country_1918,affiliation_display_name_1900,affiliation_id_1900,affiliation_country_1900,affiliation_display_name_1833,affiliation_id_1833,affiliation_country_1833,affiliation_display_name_1815,affiliation_id_1815,affiliation_country_1815,affiliation_display_name_1542,affiliation_id_1542,affiliation_country_1542
Martin Johnson,A5059510904,8,False,False,True,False,Poland; Spain; The Netherlands; United Kingdom; United States,,,,AstraZeneca (United Kingdom),https://openalex.org/I105036370,United Kingdom,AstraZeneca (Poland),https://openalex.org/I4210136823,Poland,AstraZeneca (Poland),https://openalex.org/I4210136823,Poland,,,,,,,AstraZeneca (United Kingdom),https://openalex.org/I105036370,United Kingdom,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,MSD (Netherlands),https://openalex.org/I4210162999,The Netherlands,AstraZeneca (United Kingdom),https://openalex.org/I105036370,United Kingdom,University of Groningen,https://openalex.org/I169381384,The Netherlands,University of Groningen,https://openalex.org/I169381384,The Netherlands,University of Groningen,https://openalex.org/I169381384,The Netherlands,University of Groningen,https://openalex.org/I169381384,The Netherlands,University of Groningen,https://openalex.org/I169381384,The Netherlands,University of Groningen,https://openalex.org/I169381384,The Netherlands,Target (United States),https://openalex.org/I1320354487,United States,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,https://openalex.org/I78577930,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Li,A5122325406,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Zhang,A5056012604,2,False,False,True,True,United States,,,,,,,,,,,,,,,,,,,Stanford University,https://openalex.org/I97018004,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Aljubeh,A5114628399,1,False,False,True,True,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateusz Litwin,A5048200646,2,False,False,True,False,Poland; United States,,,,,,,,,,,,,Lublin University of Technology,https://openalex.org/I8264552,Poland,Allen Institute,https://openalex.org/I4210140341,United States,Lublin University of Technology,https://openalex.org/I8264552,Poland,,,,,,,Lublin University of Technology,https://openalex.org/I8264552,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt D. Nichols,A5052014870,1,False,False,True,True,United States,,,,,,,Moffitt Cancer Center,https://openalex.org/I3019308854,United States,Moffitt Cancer Center,https://openalex.org/I3019308854,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Kaufer,A5115637737,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Haines,A5036380993,3,False,False,True,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colorado State University,https://openalex.org/I92446798,United States,Langley Research Center,https://openalex.org/I1319063186,United States,,,,,,,University of Wyoming,https://openalex.org/I12834331,United States,,,,University of Wyoming,https://openalex.org/I12834331,United States,Langley Research Center,https://openalex.org/I1319063186,United States,Langley Research Center,https://openalex.org/I1319063186,United States,,,,Colorado State University,https://openalex.org/I92446798,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew W. Jones,A5068717219,10,False,False,True,False,Canada; South Africa; United Kingdom; United States,,,,Tyndall Centre,https://openalex.org/I4210143632,United Kingdom,Tyndall Centre,https://openalex.org/I4210143632,United Kingdom,Tyndall Centre,https://openalex.org/I4210143632,United Kingdom,Tyndall Centre,https://openalex.org/I4210143632,United Kingdom,Tyndall Centre,https://openalex.org/I4210143632,United Kingdom,Tyndall Centre,https://openalex.org/I4210143632,United Kingdom,Tyndall Centre,https://openalex.org/I4210143632,United Kingdom,Hazen and Sawyer (United States),https://openalex.org/I4210097061,United States,Hazen and Sawyer (United States),https://openalex.org/I4210097061,United States,Hazen and Sawyer (United States),https://openalex.org/I4210097061,United States,,,,Hazen and Sawyer (United States),https://openalex.org/I4210097061,United States,,,,Rice University,https://openalex.org/I74775410,United States,King's College London,https://openalex.org/I183935753,United Kingdom,,,,Anglo American (South Africa),https://openalex.org/I48663246,South Africa,North Carolina State University,https://openalex.org/I137902535,United States,,,,Dalhousie University,https://openalex.org/I129902397,Canada,,,,Texas Tech University,https://openalex.org/I12315562,United States,Dalhousie University,https://openalex.org/I129902397,Canada,Dalhousie University,https://openalex.org/I129902397,Canada,Dalhousie University,https://openalex.org/I129902397,Canada,Dalhousie University,https://openalex.org/I129902397,Canada,,,,,,,University of Guelph,https://openalex.org/I79817857,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brunel University of London,https://openalex.org/I59433898,United Kingdom,,,,,,,,,,Brunel University of London,https://openalex.org/I59433898,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthias Lampe,A5111442265,5,False,False,False,False,Germany; Switzerland,,,,,,,,,,Bayer (Germany),https://openalex.org/I67348948,Germany,,,,,,,,,,RWTH Aachen University,https://openalex.org/I887968799,Germany,RWTH Aachen University,https://openalex.org/I887968799,Germany,FH Aachen,https://openalex.org/I99977706,Germany,RWTH Aachen University,https://openalex.org/I887968799,Germany,RWTH Aachen University,https://openalex.org/I887968799,Germany,RWTH Aachen University,https://openalex.org/I887968799,Germany,,,,RWTH Aachen University,https://openalex.org/I887968799,Germany,,,,ETH Zurich,https://openalex.org/I35440088,Switzerland,ETH Zurich,https://openalex.org/I35440088,Switzerland,ETH Zurich,https://openalex.org/I35440088,Switzerland,École Polytechnique Fédérale de Lausanne,https://openalex.org/I5124864,Switzerland,ETH Zurich,https://openalex.org/I35440088,Switzerland,ETH Zurich,https://openalex.org/I35440088,Switzerland,ETH Zurich,https://openalex.org/I35440088,Switzerland,ETH Zurich,https://openalex.org/I35440088,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Schwarzer,A5015580523,1,False,False,False,False,Canada,,,,Université de Montréal,https://openalex.org/I70931966,Canada,Université de Montréal,https://openalex.org/I70931966,Canada,Université de Montréal,https://openalex.org/I70931966,Canada,,,,Université de Montréal,https://openalex.org/I70931966,Canada,Université de Montréal,https://openalex.org/I70931966,Canada,Université de Montréal,https://openalex.org/I70931966,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayank Gupta,A5008293105,12,False,False,True,False,India; United States,All India Institute of Medical Sciences Rishikesh,https://openalex.org/I4387152206,India,GLA University,https://openalex.org/I82571370,India,GLA University,https://openalex.org/I82571370,India,All India Institute of Medical Sciences,https://openalex.org/I63739035,India,"Kasturba Medical College, Manipal",https://openalex.org/I76414455,India,"University of California, Berkeley",https://openalex.org/I95457486,United States,Indian Institute of Technology Mandi,https://openalex.org/I9579091,India,Dr. Shroff’s Charity Eye Hospital,https://openalex.org/I4210134825,India,"Kasturba Medical College, Manipal",https://openalex.org/I76414455,India,Public Health Foundation of India,https://openalex.org/I74653059,India,"Kasturba Medical College, Manipal",https://openalex.org/I76414455,India,Regional Medical Center,https://openalex.org/I4210137555,United States,Pain Clinic of India,https://openalex.org/I4210131225,India,Pain Clinic of India,https://openalex.org/I4210131225,India,,,,,,,,,,,,,,,,,,,,,,,,,Dayanand Medical College & Hospital,https://openalex.org/I4210088867,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Allahabad,https://openalex.org/I168893459,India,University of Allahabad,https://openalex.org/I168893459,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meghan Shah,A5114619802,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmet Yatbaz,A5114628400,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melody Huang,A5122383212,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melody Y. Guan,A5035970318,1,False,False,True,True,United States,,,,Stanford University,https://openalex.org/I97018004,United States,,,,Stanford University,https://openalex.org/I97018004,United States,,,,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meng Dong,A5122401404,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meng Yang,A5044127384,8,False,True,True,False,China; Taiwan; United States,Yangzhou University,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I78978612,China,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Institute of Urban Environment,https://openalex.org/I4210119653,China,,,,Northwestern Polytechnical University,https://openalex.org/I17145004,China,,,,Beijing Electronic Science and Technology Institute,https://openalex.org/I202334528,China,,,,,,,,,,,,,,,,MingDao University,https://openalex.org/I14780663,Taiwan,,,,,,,,,,Chinese Academy of Sciences,https://openalex.org/I19820366,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illinois Chicago,https://openalex.org/I39422238,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengqing Wang,A5122331505,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengyan Zeng,A5102921839,6,True,True,False,False,China,,,,China Academy of Launch Vehicle Technology,https://openalex.org/I68581759,China,Chinese Academy of Sciences,https://openalex.org/I19820366,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Tsinghua University,https://openalex.org/I99065089,China,South China University of Technology,https://openalex.org/I90610280,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Wuhan Institute of Physics and Mathematics,https://openalex.org/I4210099135,China,,,,Tsinghua University,https://openalex.org/I99065089,China,,,,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,,,,,,,South China University of Technology,https://openalex.org/I90610280,China,,,,,,,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengyuan Xu,A5101608202,4,False,True,True,False,China; United States,Taizhou University,https://openalex.org/I82760581,China,Taizhou University,https://openalex.org/I82760581,China,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,First Affiliated Hospital of Jinan University,https://openalex.org/I4210162753,China,,,,,,,Nanjing Agricultural University,https://openalex.org/I119454577,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mengyuan Yan,A5101503935,4,True,True,False,False,China,ZheJiang Academy of Agricultural Sciences,https://openalex.org/I4210126939,China,Institute of Soil Science,https://openalex.org/I4210165559,China,Institute of Soil Science,https://openalex.org/I4210165559,China,Qilu University of Technology,https://openalex.org/I152269853,China,Institute of Crop Sciences,https://openalex.org/I4210158190,China,Institute of Crop Sciences,https://openalex.org/I4210158190,China,Institute of Crop Sciences,https://openalex.org/I4210158190,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mia Glaese,A5012637989,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mianna Chen,A5015541340,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micah Carroll,A5122331693,1,False,False,True,True,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Castro,A5014677392,11,False,False,True,False,Brazil; India; Netherlands; United States,,,,ResearchWorks (United States),https://openalex.org/I4210135897,United States,Beverly Hills Cancer Center,https://openalex.org/I4210100502,United States,United Nations Children's Fund India,https://openalex.org/I4210159699,India,Molecular Oncology (United States),https://openalex.org/I4210150208,United States,Cellular Biomedicine Group (United States),https://openalex.org/I4210161363,United States,Center for Personalized Cancer Treatment,https://openalex.org/I4210097902,Netherlands,,,,,,,,,,,,,Center for Personalized Cancer Treatment,https://openalex.org/I4210097902,Netherlands,Caris Life Sciences (United States),https://openalex.org/I4210140103,United States,Caris Life Sciences (United States),https://openalex.org/I4210140103,United States,,,,,,,,,,,,,St. Mary's Medical Center,https://openalex.org/I4210148352,United States,,,,Saratoga Hospital,https://openalex.org/I4210136029,United States,Saratoga Hospital,https://openalex.org/I4210136029,United States,,,,Glens Falls Hospital,https://openalex.org/I4210129231,United States,,,,Glens Falls Hospital,https://openalex.org/I4210129231,United States,,,,Glens Falls Hospital,https://openalex.org/I4210129231,United States,Glens Falls Hospital,https://openalex.org/I4210129231,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instituto Biológico,https://openalex.org/I134493880,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
