Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
L. R. Ma,1,,https://openalex.org/A5113319915,A5113319915,,L. R. Ma,"H. L. Ma, L. R. Ma, M. M. Ma, M.X. Luo, M. M. Ma, Ma, L. R., Ma, Linwang, Ma, M. M., Ma, Q. M., Ma, R. Q., Q. M. Ma, Q. M. Ma",95,5,0.0526315789473684,1,0,1,True,True,False,False,China,True,1,2024,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,,,,,,
L. Xia,3,,https://openalex.org/A5107939686,A5107939686,,L. Xia,"L. Xia, Leyi Xia, Xia, L., Xia, Leyi",11,868,127.8,6,6,3,False,True,False,False,"Australia, China, United Kingdom",True,3,2024,University of Science and Technology of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I5681781,Australia,The University of Adelaide,https://openalex.org/I5681781,Australia,The University of Adelaide,,,,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I39555362,United Kingdom,University of Warwick,,,,,,,https://openalex.org/I126520041,China,University of Science and Technology of China,,,,,,
L. Zhang,1,,https://openalex.org/A5019771520,A5019771520,,L. Zhang,"L. Zhang, Zhang, Lecong",5,187,85.0,5,4,3,False,True,False,False,"China, Italy",True,2,2019,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,,,,,,,,,,,,,https://openalex.org/I4210142660,Italy,"Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Frascati",,,,https://openalex.org/I99065089,China,Tsinghua University,,,,,,,,,,,,,,,,,,,,,
Lean Wang,4,,https://openalex.org/A5034611488,A5034611488,,Lean Wang,"Lean Wang, Wang, Lean",13,708,75.55555555555556,4,4,2,True,True,False,False,China,True,1,2025,Peking University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2250653659,China,Tencent (China),,,,https://openalex.org/I20231570,China,Peking University,,,
Lecong Zhang,4,,https://openalex.org/A5068839714,A5068839714,,Lecong Zhang,"Lecong Zhang, Zhang, Lecong",5,662,212.33333333333337,4,4,1,True,True,False,False,China,True,1,2023,Guizhou Minzu University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210095439,China,Guizhou Minzu University,https://openalex.org/I4210095439,China,Guizhou Minzu University,,,,,,,,,
Lei Wang,1,,https://openalex.org/A5100435806,A5100435806,https://orcid.org/0000-0001-8639-4917,Lei Wang,"L. Wang, LEI WANG, Lei WANG, Lei Wang, Wang, Lei",91,1542,3.357142857142857,22,42,6,True,True,False,False,China,True,1,2025,Zhejiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210125404,China,Institute of Theoretical Physics,https://openalex.org/I4210125404,China,Institute of Theoretical Physics,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I4210160522,China,China National Rice Research Institute,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I18452120,China,Yantai University,,,,https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I4210129545,China,Grinm Advanced Materials (China),https://openalex.org/I18452120,China,Yantai University,https://openalex.org/I55654194,China,Inner Mongolia University of Technology,https://openalex.org/I76130692,China,Zhejiang University,,,
Lei Xu,4,,https://openalex.org/A5020790434,A5020790434,https://orcid.org/0000-0002-6454-2963,Lei Xu,"L Xu, Lei XU, Lei Xu, Lexi Xu, XU Lei, Xu LEI, Xu Lei, Xu, Lei, Xu, Lexi",204,3963,8.225806451612904,30,64,15,False,True,True,False,"Brunei, China, United Kingdom, United States",True,4,2025,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4472751,China,Anhui Normal University,,,,,,,https://openalex.org/I78577930,United States,Columbia University,,,,https://openalex.org/I4210117164,China,Luoyang Normal University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I92403157,China,University of Science and Technology Beijing,https://openalex.org/I4210099903,China,Nokia (China),https://openalex.org/I63190737,United States,"University at Buffalo, State University of New York",https://openalex.org/I63190737,United States,"University at Buffalo, State University of New York",https://openalex.org/I63190737,United States,"University at Buffalo, State University of New York",https://openalex.org/I63190737,United States,"University at Buffalo, State University of New York",,,,https://openalex.org/I120825670,China,Yunnan Normal University,https://openalex.org/I4210138501,China,Chinese Academy of Agricultural Sciences,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I4210118728,China,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,https://openalex.org/I4210118728,China,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,https://openalex.org/I4210120373,United Kingdom,Geospatial Research (United Kingdom),https://openalex.org/I4210118728,China,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4210146866,Brunei,Brunei Polytechnic,https://openalex.org/I99065089,China,Tsinghua University,,,
Li Meng,1,,https://openalex.org/A5103787770,A5103787770,https://orcid.org/0000-0001-9280-9728,Li Meng,"LI MENG, LI Meng(李萌), Li Meng, Li You Meng, Li, Meng, Meng Li",112,768,2.4705882352941178,15,22,13,False,True,True,False,"China, United States",True,2,2026,Huazhong University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I196699116,China,Wuhan University of Technology,https://openalex.org/I191208505,China,Xiamen University,,,,,,,https://openalex.org/I4210110459,United States,City of Hope,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I4387156432,United States,Beckman Research Institute,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I4210119987,China,Qingdao Municipal Hospital,https://openalex.org/I4210141483,China,National Center for Nanoscience and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,https://openalex.org/I4210160344,China,Tongji Hospital,https://openalex.org/I4210090066,China,First People’s Hospital of Jingmen,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I55022517,China,Heilongjiang University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I96852419,China,Capital Normal University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology
Liang Zhao,4,,https://openalex.org/A5101780128,A5101780128,https://orcid.org/0000-0002-1429-0884,Liang Zhao,"L Zhao, L. ZHAO, L. Zhao, LIANG ZHAO, Liang Zhao, Liang Zhao (94728), Liang Zhong Zhao, Zhao Liang, Zhao, Liang",250,5535,6.758620689655173,47,109,8,True,True,False,False,China,True,1,2026,Hunan Academy of Traditional Chinese Medicine,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76214153,China,Lanzhou University,,,,,,,,,,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I4210137389,China,Eastern Hepatobiliary Surgery Hospital,,,,,,,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I58200834,China,Southern Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I4210122600,China,Hunan Academy of Traditional Chinese Medicine
Liangsheng Yin,1,,https://openalex.org/A5074614946,A5074614946,,Liangsheng Yin,"Liang-Sheng Yin, Liangsheng Yin, Yin, Liangsheng",8,34,3.0,3,2,1,True,True,False,False,China,True,1,2019,Hangzhou Red Cross Hospital,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210149251,China,Hangzhou Red Cross Hospital,,,,,,,https://openalex.org/I4210149251,China,Hangzhou Red Cross Hospital,,,,,,,,,,,,,,,,,,,,,
Lihua Guo,1,,https://openalex.org/A5101908065,A5101908065,https://orcid.org/0000-0002-4336-7190,Lihua Guo,"Guo, Lihua, Lihua Guo",24,132,2.5,4,4,3,True,True,False,False,China,True,1,2025,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210090744,China,Guangzhou Marine Geological Survey,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,,,
Lingxiao Luo,1,,https://openalex.org/A5036387082,A5036387082,,Lingxiao Luo,"Lingxiao Luo, Luo, Lingxiao",3,9,1.0,1,0,1,True,True,False,False,China,True,1,2023,Obstetrics and Gynecology Hospital of Fudan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210146205,China,Obstetrics and Gynecology Hospital of Fudan University,,,,,,,https://openalex.org/I4210146205,China,Obstetrics and Gynecology Hospital of Fudan University,,,,,,,,,
Litong Wang,3,,https://openalex.org/A5103211182,A5103211182,https://orcid.org/0000-0003-0238-5496,Litong Wang,"Li-Tong Wang, Litong Wang, Wang, Litong",45,1151,94.14285714285714,12,13,8,True,True,False,False,China,True,1,2025,Qilu Hospital of Shandong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I151727225,China,Harbin Engineering University,,,,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I4210100868,China,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I2800959905,China,Liaoning University of Traditional Chinese Medicine,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I153473198,China,North China Electric Power University,https://openalex.org/I4210100868,China,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,China,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,China,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,China,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210161528,China,Qilu Hospital of Shandong University,,,
Liyue Zhang,6,,https://openalex.org/A5101859634,A5101859634,https://orcid.org/0009-0005-5871-182X,Liyue Zhang,"Li-Yue ZHANG, Li-Yue Zhang, Liyue Zhang, Zhang, Liyue",95,1298,7.878787878787879,16,26,11,False,True,True,False,"Canada, China, United States",True,3,2026,First Affiliated Hospital Zhejiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I18489884,China,Kunming Institute of Zoology,,,,,,,,,,,,,https://openalex.org/I94310126,China,Shanxi Normal University,https://openalex.org/I2799886695,United States,Veterans Health Administration,https://openalex.org/I4210089364,United States,John D. Dingell VA Medical Center,,,,https://openalex.org/I4210136254,Canada,Children’s Health Research Institute,https://openalex.org/I4210136254,Canada,Children’s Health Research Institute,https://openalex.org/I4210136254,Canada,Children’s Health Research Institute,https://openalex.org/I4210136254,Canada,Children’s Health Research Institute,https://openalex.org/I4210151337,China,Wuhan General Hospital of Guangzhou,,,,,,,,,,https://openalex.org/I4210155828,China,Hezhou University,https://openalex.org/I4210155828,China,Hezhou University,https://openalex.org/I198091727,China,Tianjin Polytechnic University,,,,https://openalex.org/I4210165339,China,Ningbo Institute of Industrial Technology,https://openalex.org/I4210125137,China,First Hospital of Jilin University,https://openalex.org/I4210166576,China,First Affiliated Hospital Zhejiang University,https://openalex.org/I4210166576,China,First Affiliated Hospital Zhejiang University,https://openalex.org/I4210165339,China,Ningbo Institute of Industrial Technology,https://openalex.org/I4210166576,China,First Affiliated Hospital Zhejiang University
Meng Li,3,,https://openalex.org/A5101815738,A5101815738,https://orcid.org/0000-0002-0441-488X,Meng Li,"Li Meng, Li, Meng, Meng Li",90,1483,17.85,20,36,13,False,True,True,False,"China, United States",True,2,2026,Hebei Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210163247,China,Henan Institute of Science and Technology,https://openalex.org/I108160477,China,Hebei Agricultural University,https://openalex.org/I4210115771,China,Heilongjiang Academy of Forestry,,,,https://openalex.org/I4210163247,China,Henan Institute of Science and Technology,https://openalex.org/I4210163247,China,Henan Institute of Science and Technology,https://openalex.org/I4210163247,China,Henan Institute of Science and Technology,https://openalex.org/I36152291,China,Henan University of Technology,https://openalex.org/I4210163247,China,Henan Institute of Science and Technology,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I4210106325,China,Shandong Academy of Agricultural Sciences,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I4210157729,China,First Affiliated Hospital of Hebei Medical University,https://openalex.org/I4210163247,China,Henan Institute of Science and Technology,https://openalex.org/I4210126525,United States,Southwest Florida Research,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I111381250,China,Hebei Medical University
Miaojun Wang,4,,https://openalex.org/A5026325208,A5026325208,,Miaojun Wang,"Miaojun Wang, Tailhades, Philippe, Wang Miaojun, Wang, Miaojun",30,1278,92.85714285714286,14,15,5,False,True,True,False,"China, United States",True,2,2025,Zhejiang University of Finance and Economics,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I84218800,United States,"University of California, Davis",,,,,,,,,,,,,https://openalex.org/I4210091098,China,Cancer Hospital of Shantou University Medical College,,,,,,,,,,,,,https://openalex.org/I90727586,China,Zhejiang University of Finance and Economics,https://openalex.org/I4210091098,China,Cancer Hospital of Shantou University Medical College,https://openalex.org/I4210091098,China,Cancer Hospital of Shantou University Medical College,,,,,,,,,,,,,https://openalex.org/I193427800,United States,Applied Materials (United States),https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I90727586,China,Zhejiang University of Finance and Economics,,,
Miaomiao Di,1,,https://openalex.org/A5092740563,A5092740563,,Miaomiao Di,"Di, M. S., Miao-Miao Di, Miaomiao Di",7,41,6.666666666666667,3,1,1,True,True,False,False,China,True,1,2025,Bohai University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I97009856,China,Bohai University,https://openalex.org/I97009856,China,Bohai University,,,
Mingchuan Zhang,5,,https://openalex.org/A5087014857,A5087014857,https://orcid.org/0000-0002-2523-1089,Mingchuan Zhang,"Ming-Chuan Zhang, Ming-chuan ZHANG, Ming-chuan Zhang, Mingchuan ZHANG, Mingchuan Zhang, Mingchuan Zhang -, Zhang Ming-chuan, Zhang, Mingchuan",306,3485,15.125,29,76,17,False,True,True,False,"China, United States",True,2,2026,Henan University of Science and Technology,China,,,,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I859038795,United States,Virginia Tech,,,,https://openalex.org/I102149020,United States,University of North Carolina at Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I44445938,China,Shandong Jianzhu University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I4210092700,China,Shanghai Industrial Boiler Research Institute (China),https://openalex.org/I4210096899,China,Jiangsu University of Science and Technology,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I167383011,China,Henan University of Science and Technology,https://openalex.org/I4392021250,China,State Key Laboratory of Networking and Switching Technology,https://openalex.org/I4210151511,China,National Center for Advanced Packaging (China),https://openalex.org/I21193070,China,Beijing Jiaotong University,https://openalex.org/I21193070,China,Beijing Jiaotong University,https://openalex.org/I4210094772,China,Henan University of Engineering,https://openalex.org/I4210143608,China,Henan Cancer Hospital,https://openalex.org/I167383011,China,Henan University of Science and Technology,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I55712492,China,Zhejiang University of Technology,https://openalex.org/I75867142,China,Xiamen University of Technology,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I9224756,China,Northeastern University,https://openalex.org/I167383011,China,Henan University of Science and Technology
