Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985
Ruoyu Zhang,A5034697076,6,,,Zhoukou Normal University,https://openalex.org/I4210093674,Northwest A&F University,https://openalex.org/I89652312,,,Peng Huanwu Center for Fundamental Theory,https://openalex.org/I4210112519,Northwest A&F University,https://openalex.org/I89652312,Cornell University,https://openalex.org/I205783295,Cornell University,https://openalex.org/I205783295,Illumina (United States),https://openalex.org/I178645029,Cornell University,https://openalex.org/I205783295,Cornell University,https://openalex.org/I205783295,,,,,,,,,The University of Texas MD Anderson Cancer Center,https://openalex.org/I1343551460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhicheng Ma,A5045715549,2,,,China United Network Communications Group (China),https://openalex.org/I6507939,,,,,Lanzhou Jiaotong University,https://openalex.org/I3133134087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunfan Xiong,A5046575444,1,,,,,,,,,First Affiliated Hospital of Kunming Medical University,https://openalex.org/I4210120169,,,First Affiliated Hospital of Kunming Medical University,https://openalex.org/I4210120169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaokang Zhang,A5048566877,1,,,,,,,China Agricultural University,https://openalex.org/I52158045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruisong Zhang,A5048832336,4,Institute of Automation,https://openalex.org/I4210112150,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China University of Geosciences (Beijing),https://openalex.org/I3125743391,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,,,China National Petroleum Corporation (China),https://openalex.org/I98227222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi Yu,A5060198927,10,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,South China University of Technology,https://openalex.org/I90610280,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,National Taiwan University,https://openalex.org/I16733864,"Changchun Institute of Optics, Fine Mechanics and Physics",https://openalex.org/I4210088164,University of Amsterdam,https://openalex.org/I887064364,,,,,,,,,,,,,Shanghai Institute of Microsystem and Information Technology,https://openalex.org/I4210147322,,,Shanghai Institute of Microsystem and Information Technology,https://openalex.org/I4210147322,,,,,,,,,McMaster University,https://openalex.org/I98251732,,,McMaster University,https://openalex.org/I98251732,,,,,,,,,,
Yang Zhang,A5065385441,2,,,Sichuan University,https://openalex.org/I24185976,Sichuan University,https://openalex.org/I24185976,,,,,,,Sichuan University,https://openalex.org/I24185976,,,,,,,Sichuan University,https://openalex.org/I24185976,,,,,,,,,Sichuan University,https://openalex.org/I24185976,Sichuan University,https://openalex.org/I24185976,Institute of High Energy Physics,https://openalex.org/I4210137180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhiyu Wu,A5071782544,8,Hainan University,https://openalex.org/I20942203,Wuhan Institute of Technology,https://openalex.org/I91125648,Shanxi Datong University,https://openalex.org/I5422934,Wuhan Textile University,https://openalex.org/I4210119942,Wuhan Textile University,https://openalex.org/I4210119942,Wuhan Textile University,https://openalex.org/I4210119942,,,Hainan University,https://openalex.org/I20942203,Hainan University,https://openalex.org/I20942203,,,,,Hainan University,https://openalex.org/I20942203,,,Shenyang University of Chemical Technology,https://openalex.org/I48780066,,,,,,,Hainan University,https://openalex.org/I20942203,Block Engineering (United States),https://openalex.org/I4210121678,,,,,,,Suzhou University of Science and Technology,https://openalex.org/I308837,Auburn University,https://openalex.org/I82497590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziyi Gao,A5075527381,4,,,Liaoning University,https://openalex.org/I118803816,Nanfang Hospital,https://openalex.org/I4210103346,Beijing Forestry University,https://openalex.org/I31683504,Qinghai University for Nationalities,https://openalex.org/I290007724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chengda Lu,A5090328003,5,Intelligent Automation (United States),https://openalex.org/I4210130203,Shandong Institute of Automation,https://openalex.org/I4210094879,Shandong Institute of Automation,https://openalex.org/I4210094879,Shandong Institute of Automation,https://openalex.org/I4210094879,Shandong Institute of Automation,https://openalex.org/I4210094879,Ministry of Natural Resources,https://openalex.org/I4210127658,Shandong Institute of Automation,https://openalex.org/I4210094879,Swinburne University of Technology,https://openalex.org/I57093077,Swinburne University of Technology,https://openalex.org/I57093077,Swinburne University of Technology,https://openalex.org/I57093077,China University of Geosciences,https://openalex.org/I3124059619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuxiang Luo,A5100569167,3,,,Hunan University of Technology,https://openalex.org/I49934816,Hainan Agricultural School,https://openalex.org/I4210145393,Hainan Agricultural School,https://openalex.org/I4210145393,,,,,,,,,,,,,,,,,,,,,,,,,,,Guizhou Electric Power Design and Research Institute,https://openalex.org/I4210145500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Cheng,A5100692497,5,,,Beijing Jiaotong University,https://openalex.org/I21193070,Shanghai University of Medicine and Health Sciences,https://openalex.org/I4210135985,Renmin University of China,https://openalex.org/I78988378,Beijing Jiaotong University,https://openalex.org/I21193070,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,,,,,,,Southeast University,https://openalex.org/I76569877,,,,,,,,,Harbin Institute of Technology,https://openalex.org/I204983213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junlong Li,A5100757072,10,Weifang University,https://openalex.org/I66883779,Chongqing Medical University,https://openalex.org/I87780372,Fuzhou University,https://openalex.org/I80947539,University of Bath,https://openalex.org/I51601045,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,University of Bath,https://openalex.org/I51601045,Beijing University of Civil Engineering and Architecture,https://openalex.org/I62853816,,,Huawei Technologies (China),https://openalex.org/I2250955327,,,Harbin Institute of Technology,https://openalex.org/I204983213,,,,,,,,,,,,,Shenyang Aerospace University,https://openalex.org/I125904092,Kunming University,https://openalex.org/I146071755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiyang Ma,A5101360646,3,Guangzhou University,https://openalex.org/I37987034,Guangzhou University,https://openalex.org/I37987034,Peking University,https://openalex.org/I20231570,King Mongkut's University of Technology Thonburi,https://openalex.org/I60837268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bing Xue,A5101472713,8,,,Scientific Methods (United States),https://openalex.org/I4210145164,,,Jilin University,https://openalex.org/I194450716,Jilin Medical University,https://openalex.org/I4210136497,Zhejiang Ocean University,https://openalex.org/I31847773,Shaanxi University of Science and Technology,https://openalex.org/I51622183,Zhejiang Ocean University,https://openalex.org/I31847773,Xinjiang University,https://openalex.org/I96908189,,,Jilin Medical University,https://openalex.org/I4210136497,University of Minnesota,https://openalex.org/I130238516,Jilin University,https://openalex.org/I194450716,Southwest Jiaotong University,https://openalex.org/I4800084,,,Jilin Medical University,https://openalex.org/I4210136497,Jilin University,https://openalex.org/I194450716,Jilin Medical University,https://openalex.org/I4210136497,Jilin University,https://openalex.org/I194450716,Jilin University,https://openalex.org/I194450716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu Wu,A5101709477,5,,,Power Grid Corporation (India),https://openalex.org/I867306930,Microsoft Research Asia (China),https://openalex.org/I4210113369,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,,,,,Wuhan University,https://openalex.org/I37461747,,,,,Wuhan University,https://openalex.org/I37461747,Wuhan University,https://openalex.org/I37461747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tao Yun,A5102213433,17,,,Anhui Polytechnic University,https://openalex.org/I70908550,Anhui Polytechnic University,https://openalex.org/I70908550,Anhui Polytechnic University,https://openalex.org/I70908550,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,China Astronaut Research and Training Center,https://openalex.org/I4210163738,,,Zhongshan Hospital,https://openalex.org/I4210127074,City University of Macau,https://openalex.org/I6469544,,,Wuhan University,https://openalex.org/I37461747,First Affiliated Hospital of Soochow University,https://openalex.org/I4210153519,,,West Anhui University,https://openalex.org/I4210147745,China Meteorological Administration,https://openalex.org/I141301092,Chang'an University,https://openalex.org/I25355098,South China University of Technology,https://openalex.org/I90610280,China Meteorological Administration,https://openalex.org/I141301092,,,Anhui University,https://openalex.org/I143868143,Jiangsu Provincial Institute of Geological Survey,https://openalex.org/I4210131771,,,Yunnan University,https://openalex.org/I189210763,Yunnan Observatories,https://openalex.org/I2801168720,CAO Group (United States),https://openalex.org/I4210152159,,,,,,,,,,,,,,,,,,,,,,,Shanghai Institute of Planned Parenthood Research,https://openalex.org/I4210127634,,,,,,,,
Xuheng Lin,A5102457348,1,,,,,,,,,,,,,,,China United Network Communications Group (China),https://openalex.org/I6507939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zijia Zhu,A5102510461,4,Shanghai Jiao Tong University,https://openalex.org/I183067930,Tsinghua University,https://openalex.org/I99065089,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Center for Brain Science and Brain-Inspired Technology,https://openalex.org/I4210164150,Shanghai Jiao Tong University,https://openalex.org/I183067930,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z. F. Wu,A5102697103,2,Guangzhou University,https://openalex.org/I37987034,Guangzhou University,https://openalex.org/I37987034,Guangzhou University,https://openalex.org/I37987034,,,,,,,,,,,,,,,,,,,,,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,,,Chinese Academy of Agricultural Sciences,https://openalex.org/I4210138501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bochao Wu,A5103178710,6,,,Inner Mongolia Medical University,https://openalex.org/I44673925,Structural Integrity Associates (United States),https://openalex.org/I4210128902,Nantong University,https://openalex.org/I199305430,Southwest Jiaotong University,https://openalex.org/I4800084,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Nantong University,https://openalex.org/I199305430,China Electronics Technology Group Corporation,https://openalex.org/I2800372957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litong Wang,A5103211182,8,,,Qilu Hospital of Shandong University,https://openalex.org/I4210161528,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,North China Electric Power University,https://openalex.org/I153473198,Yangzhou University,https://openalex.org/I78978612,Liaoning University of Traditional Chinese Medicine,https://openalex.org/I2800959905,Second Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210100868,Zhejiang University of Technology,https://openalex.org/I55712492,,,Harbin Engineering University,https://openalex.org/I151727225,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,Zhejiang University of Technology,https://openalex.org/I55712492,Chongqing University,https://openalex.org/I158842170,Chongqing University,https://openalex.org/I158842170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zizheng Pan,A5104206167,2,,,Monash University,https://openalex.org/I56590836,Monash University,https://openalex.org/I56590836,Monash University,https://openalex.org/I56590836,Monash University,https://openalex.org/I56590836,Monash University,https://openalex.org/I56590836,University of Adelaide,https://openalex.org/I5681781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhean Xu,A5104332671,3,,,Purple Mountain Observatory,https://openalex.org/I2802340896,Chinese Academy of Sciences,https://openalex.org/I19820366,Purple Mountain Observatory,https://openalex.org/I2802340896,Purple Mountain Observatory,https://openalex.org/I2802340896,Purple Mountain Observatory,https://openalex.org/I2802340896,,,Purple Mountain Observatory,https://openalex.org/I2802340896,Purple Mountain Observatory,https://openalex.org/I2802340896,University of Science and Technology of China,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yisong Wang,A5104684132,2,Northeastern University,https://openalex.org/I9224756,Northeastern University,https://openalex.org/I9224756,Taizhou University,https://openalex.org/I82760581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Zhang,A5108346243,4,Anhui University,https://openalex.org/I143868143,,,West China Hospital of Sichuan University,https://openalex.org/I4210089761,,,,,First Affiliated Hospital of Anhui Medical University,https://openalex.org/I4210136596,,,,,,,,,,,Chinese Center For Disease Control and Prevention,https://openalex.org/I184490438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jianzhong Guo,A5111161539,5,,,Division of Materials Science and Engineering,https://openalex.org/I4210129794,Zhejiang A & F University,https://openalex.org/I1284762954,Zhejiang Academy of Forestry,https://openalex.org/I4210166194,Zhejiang Academy of Forestry,https://openalex.org/I4210166194,Zhejiang A & F University,https://openalex.org/I1284762954,Zhejiang A & F University,https://openalex.org/I1284762954,Jiyang College of Zhejiang A&F University,https://openalex.org/I4210126248,Zhejiang A & F University,https://openalex.org/I1284762954,Zhejiang Academy of Forestry,https://openalex.org/I4210166194,Zhejiang A & F University,https://openalex.org/I1284762954,,,Zhejiang A & F University,https://openalex.org/I1284762954,,,Zhejiang A & F University,https://openalex.org/I1284762954,Zhejiang A & F University,https://openalex.org/I1284762954,Zhejiang A & F University,https://openalex.org/I1284762954,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,Zhejiang Academy of Forestry,https://openalex.org/I4210166194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
