Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1982,ID-1982,affiliation-1978,ID-1978,affiliation-1975,ID-1975,affiliation-1971,ID-1971,affiliation-1970,ID-1970
Zeyu Qin,A5124890764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeyu Shang,A5124902822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhao Xu,A5068791753,16,,,Bidar Organization for Medicinal and Aromatic plants,https://openalex.org/I4210148632,China Southern Power Grid (China),https://openalex.org/I74872605,Shenzhen Institute of Building Research (China),https://openalex.org/I4210130009,Xi'an Jiaotong University,https://openalex.org/I87445476,Hubei University of Technology,https://openalex.org/I74525822,Changsha University of Science and Technology,https://openalex.org/I56934997,Changsha University of Science and Technology,https://openalex.org/I56934997,Hong Kong Polytechnic University,https://openalex.org/I14243506,Changsha University of Science and Technology,https://openalex.org/I56934997,Tsinghua University,https://openalex.org/I99065089,University of Newcastle Australia,https://openalex.org/I78757542,Saarland University,https://openalex.org/I91712215,Shanghai University of International Business and Economics,https://openalex.org/I905225518,Technical University of Denmark,https://openalex.org/I96673099,Technical University of Denmark,https://openalex.org/I96673099,Technical University of Denmark,https://openalex.org/I96673099,Technical University of Denmark,https://openalex.org/I96673099,Technical University of Denmark,https://openalex.org/I96673099,Technical University of Denmark,https://openalex.org/I96673099,Technical University of Denmark,https://openalex.org/I96673099,Zhejiang University,https://openalex.org/I76130692,University of Queensland,https://openalex.org/I165143802,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,,,Military Hospital,https://openalex.org/I2801240477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhaochen Su,A5124953004,1,May Institute,https://openalex.org/I4210096018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhaoji Wang,A5124900757,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhaowei Li,A5108055321,5,,,NARI Group (China),https://openalex.org/I4210118629,,,NARI Group (China),https://openalex.org/I4210118629,China University of Mining and Technology,https://openalex.org/I25757504,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,,,,,Beijing Forestry University,https://openalex.org/I31683504,,,,,,,,,Electric Power Research Institute,https://openalex.org/I1335486098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhaowei Wang,A5124927813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhe Huang,A5103240679,12,Zhejiang University,https://openalex.org/I76130692,China University of Mining and Technology,https://openalex.org/I25757504,Northeastern University,https://openalex.org/I9224756,Shanghai Institute of Microsystem and Information Technology,https://openalex.org/I4210147322,Hubei University,https://openalex.org/I75900474,Zhejiang University,https://openalex.org/I76130692,Hubei University,https://openalex.org/I75900474,Tianjin University of Science and Technology,https://openalex.org/I132369690,Nanjing Tech University,https://openalex.org/I134687103,Shanghai University,https://openalex.org/I113940042,Princeton University,https://openalex.org/I20089843,Washington State University,https://openalex.org/I72951846,Washington State University,https://openalex.org/I72951846,Washington State University,https://openalex.org/I72951846,,,Washington State University,https://openalex.org/I72951846,Washington State University,https://openalex.org/I72951846,Washington State University,https://openalex.org/I72951846,,,,,Northeast Normal University,https://openalex.org/I184983240,,,,,,,,,,,,,,,Northeast Normal University,https://openalex.org/I184983240,,,Beijing Institute of Petrochemical Technology,https://openalex.org/I130541836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejun Jiang,A5012056827,2,,,East China Normal University,https://openalex.org/I66867065,East China Normal University,https://openalex.org/I66867065,East China Normal University,https://openalex.org/I66867065,East China Normal University,https://openalex.org/I66867065,,,,,Zhejiang Normal University,https://openalex.org/I135237710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheming Li,A5101473921,4,,,,,Maschinenfabrik Reinhausen (Germany),https://openalex.org/I4210107833,Children's Hospital of Zhejiang University,https://openalex.org/I4210113495,Zhejiang University,https://openalex.org/I76130692,Children's Hospital of Zhejiang University,https://openalex.org/I4210113495,Children's Hospital of Zhejiang University,https://openalex.org/I4210113495,,,Children's Hospital of Zhejiang University,https://openalex.org/I4210113495,Institute of Applied Ecology,https://openalex.org/I4210110024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhen Yang,A5124899659,1,Institute for Advanced Study,https://openalex.org/I4210137766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhen Zhu,A5035350892,10,Yunnan University of Finance And Economics,https://openalex.org/I49185572,Yunnan University of Finance And Economics,https://openalex.org/I49185572,University of Kent,https://openalex.org/I20581793,University of Kent,https://openalex.org/I20581793,University of Kent,https://openalex.org/I20581793,University of Kent,https://openalex.org/I20581793,University of Greenwich,https://openalex.org/I55060895,University of Greenwich,https://openalex.org/I55060895,University of Greenwich,https://openalex.org/I55060895,China University of Mining and Technology,https://openalex.org/I25757504,IMT School for Advanced Studies Lucca,https://openalex.org/I127077003,Suffolk University,https://openalex.org/I24306055,IMT School for Advanced Studies Lucca,https://openalex.org/I127077003,,,University of Arkansas at Fayetteville,https://openalex.org/I78715868,Nanjing University,https://openalex.org/I881766915,Foshan University,https://openalex.org/I14894300,Foshan University,https://openalex.org/I14894300,Foshan University,https://openalex.org/I14894300,Suffolk University,https://openalex.org/I24306055,Foshan University,https://openalex.org/I14894300,Foshan University,https://openalex.org/I14894300,Babson College,https://openalex.org/I96062909,Foshan University,https://openalex.org/I14894300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheng Zhang,A5115596378,9,,,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Ningbo University,https://openalex.org/I109935558,Changji University,https://openalex.org/I4210103745,Ningbo University,https://openalex.org/I109935558,Sichuan University,https://openalex.org/I24185976,Ningbo University,https://openalex.org/I109935558,Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University,https://openalex.org/I4210099512,Teleflex (United States),https://openalex.org/I4210109164,,,,,,,,,,,,,State Key Laboratory of Microbial Technology,https://openalex.org/I4391767886,,,,,,,,,,,Microsoft Research Asia (China),https://openalex.org/I4210113369,,,Fu Wai Hospital,https://openalex.org/I4210161896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhengtao Wang,A5124918124,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhengyang Tang,A5124937049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhengying Liu,A5124877913,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhengyu Lin,A5059764830,12,,,South China University of Technology,https://openalex.org/I90610280,Woosuk University,https://openalex.org/I7446070,Sichuan Academy of Agricultural Sciences,https://openalex.org/I4210163526,Sichuan Academy of Agricultural Sciences,https://openalex.org/I4210163526,Sichuan Academy of Agricultural Sciences,https://openalex.org/I4210163526,Renewable Energy Systems (United Kingdom),https://openalex.org/I4210090535,Moscow Power Engineering Institute,https://openalex.org/I171241948,Aston University,https://openalex.org/I169199633,Aston University,https://openalex.org/I169199633,Aston University,https://openalex.org/I169199633,Yangzhou University,https://openalex.org/I78978612,Aston University,https://openalex.org/I169199633,Coventry University,https://openalex.org/I73417466,,,,,University of Sheffield,https://openalex.org/I91136226,University of Sheffield,https://openalex.org/I91136226,University of Sheffield,https://openalex.org/I91136226,Emerson (Sweden),https://openalex.org/I918872813,Heriot-Watt University,https://openalex.org/I32062511,Heriot-Watt University,https://openalex.org/I32062511,Heriot-Watt University,https://openalex.org/I32062511,,,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhennan Shen,A5124889411,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhenxing Hu,A5124886787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheqi Li,A5073085049,8,Third Affiliated Hospital of Sun Yat-sen University,https://openalex.org/I4210146956,Third Affiliated Hospital of Sun Yat-sen University,https://openalex.org/I4210146956,Southern Medical University,https://openalex.org/I58200834,Southern Medical University,https://openalex.org/I58200834,Southern Medical University,https://openalex.org/I58200834,Southern Medical University,https://openalex.org/I58200834,University of Pittsburgh Medical Center,https://openalex.org/I4210134769,Wuhan University,https://openalex.org/I37461747,University of Pittsburgh Medical Center,https://openalex.org/I4210134769,UPMC Hillman Cancer Center,https://openalex.org/I4210128526,Shanghai Jiao Tong University,https://openalex.org/I183067930,Green Chemistry,https://openalex.org/I4210151302,,,,,,,Dalian Jiaotong University,https://openalex.org/I7350606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhexu Wang,A5113252996,1,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhilin Yang,A5050303775,12,City University of Hong Kong,https://openalex.org/I168719708,Southwest Jiaotong University,https://openalex.org/I4800084,Fuzhou University,https://openalex.org/I80947539,Tsinghua University,https://openalex.org/I99065089,ShangHai JiAi Genetics & IVF Institute,https://openalex.org/I4210122302,Tsinghua University,https://openalex.org/I99065089,China University of Mining and Technology,https://openalex.org/I25757504,Carnegie Mellon University,https://openalex.org/I74973139,Stanford University,https://openalex.org/I97018004,Carnegie Mellon University,https://openalex.org/I74973139,National Center for Genetic Engineering and Biotechnology,https://openalex.org/I902798049,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,City University of Hong Kong,https://openalex.org/I168719708,Victoria University of Wellington,https://openalex.org/I41156924,China University of Mining and Technology,https://openalex.org/I25757504,Feminist Archive North,https://openalex.org/I4210089508,City University of Hong Kong,https://openalex.org/I168719708,Oregon State University,https://openalex.org/I131249849,City University of Hong Kong,https://openalex.org/I168719708,City University of Hong Kong,https://openalex.org/I168719708,City University of Hong Kong,https://openalex.org/I168719708,City University of Hong Kong,https://openalex.org/I168719708,City University of Hong Kong,https://openalex.org/I168719708,City University of Hong Kong,https://openalex.org/I168719708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City University of Hong Kong,https://openalex.org/I168719708
Zhiqi Huang,A5103191012,9,Kavli Institute for Theoretical Sciences,https://openalex.org/I4210105842,Beijing University of Chemical Technology,https://openalex.org/I75390827,City University of Hong Kong,https://openalex.org/I168719708,City University of Hong Kong,https://openalex.org/I168719708,South China University of Technology,https://openalex.org/I90610280,Aviation General Hospital,https://openalex.org/I4210161699,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Collaborative Innovation Center of Chemical Science and Engineering Tianjin,https://openalex.org/I4210151209,Collaborative Innovation Center of Chemical Science and Engineering Tianjin,https://openalex.org/I4210151209,"University of Maryland, College Park",https://openalex.org/I66946132,"University of Maryland, College Park",https://openalex.org/I66946132,,,Collaborative Innovation Center of Chemical Science and Engineering Tianjin,https://openalex.org/I4210151209,Tianjin University,https://openalex.org/I162868743,,,,,,,,,,,,,,,Nanjing University,https://openalex.org/I881766915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhirong Chen,A5114191012,1,,,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhiting Hu,A5085608858,4,,,University of California San Diego,https://openalex.org/I36258959,,,University of California San Diego,https://openalex.org/I36258959,University of California San Diego,https://openalex.org/I36258959,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Stanford University,https://openalex.org/I97018004,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Carnegie Mellon University,https://openalex.org/I74973139,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhiyi Huang,A5090297023,8,,,The University of Texas at Austin,https://openalex.org/I86519309,Nanjing University,https://openalex.org/I881766915,University of Hong Kong,https://openalex.org/I889458895,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,"University of California, Davis",https://openalex.org/I84218800,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,Tsinghua University,https://openalex.org/I99065089,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,University of Otago,https://openalex.org/I80281795,,,University of Otago,https://openalex.org/I80281795,,,Griffith University,https://openalex.org/I11701301,Griffith University,https://openalex.org/I11701301,,,,,,,,,,,,,Changsha University,https://openalex.org/I198357462,,,,,,,,,,,,,,,,,,,,,,
Zhiyong Meng,A5124913301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhiyuan Lu,A5123621984,1,Lanzhou University of Technology,https://openalex.org/I22716506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongnuo Liu,A5124882073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhu Han,A5063667378,14,University of Houston,https://openalex.org/I44461941,China National Petroleum Corporation (China),https://openalex.org/I98227222,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,University of Science and Technology Beijing,https://openalex.org/I92403157,Tsinghua University,https://openalex.org/I99065089,East China Normal University,https://openalex.org/I66867065,University of Newcastle Australia,https://openalex.org/I78757542,Alibaba Group (China),https://openalex.org/I45928872,Xi'an Jiaotong University,https://openalex.org/I87445476,Tsinghua University,https://openalex.org/I99065089,University of Houston,https://openalex.org/I44461941,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,South China University of Technology,https://openalex.org/I90610280,University of Houston,https://openalex.org/I44461941,University of Tennessee at Knoxville,https://openalex.org/I75027704,Tsinghua University,https://openalex.org/I99065089,"University of Maryland, College Park",https://openalex.org/I66946132,"University of Maryland, College Park",https://openalex.org/I66946132,"University of Maryland, College Park",https://openalex.org/I66946132,"University of Maryland, College Park",https://openalex.org/I66946132,Nanjing University,https://openalex.org/I881766915,Nanjing University,https://openalex.org/I881766915,Nanjing University,https://openalex.org/I881766915,Bangur Institute of Neurosciences,https://openalex.org/I2800966917,,,,,,,,,,,,,,,,,,,,,,,Fujian Research Institute of Light Industry,https://openalex.org/I4210098777,,,,,,,,,,,,,,,,,,,,
Zhuoma Gongque,A5124941669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhuorui Ye,A5124961392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zichao Lin,A5064542917,1,,,,,Beijing Institute of Technology,https://openalex.org/I125839683,,,Beijing Institute of Technology,https://openalex.org/I125839683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zichen Wen,A5102635197,2,University of Electronic Science and Technology of China,https://openalex.org/I150229711,,,University of Hong Kong,https://openalex.org/I889458895,University of Electronic Science and Technology of China,https://openalex.org/I150229711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zihan Liu,A5103092779,3,Beijing Academy of Agricultural and Forestry Sciences,https://openalex.org/I4210146959,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,University of Hong Kong,https://openalex.org/I889458895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zihan Wang,A5124916913,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zijia Zhao,A5102012495,4,Shandong Institute of Automation,https://openalex.org/I4210094879,Chinese Academy of Sciences,https://openalex.org/I19820366,Oldham Council,https://openalex.org/I4210164339,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zijian Wu,A5124930011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziting Wang,A5020487207,2,,,Beijing Academy of Quantum Information Sciences,https://openalex.org/I4210150858,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziwei Chen,A5049260052,2,,,Ruijin Hospital,https://openalex.org/I2801556517,,,Ruijin Hospital,https://openalex.org/I2801556517,,,,,,,,,,,,,,,,,,,Shanghai Ninth People's Hospital,https://openalex.org/I4210097066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziyao Xu,A5124880525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziyong Lin,A5103911211,3,,,Fujian Electric Power Survey & Design Institute,https://openalex.org/I4210111970,Qinghai Normal University,https://openalex.org/I20616075,,,,,,,,,,,,,,,,,,,,,,,Chinese Academy of Surveying and Mapping,https://openalex.org/I4210114963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zizhe Wang,A5124962672,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zonghan Yang,A5042856545,2,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
