Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1923,ID-1936,ID-1944,ID-1959,ID-1962,ID-1976,ID-1979,ID-1982,affiliation-1923,affiliation-1936,affiliation-1944,affiliation-1959,affiliation-1962,affiliation-1976,affiliation-1979,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Ye Xia,2,,https://openalex.org/A5056476802,A5056476802,https://orcid.org/0000-0002-9785-3338,Ye Xia,"Xia Ye, Xia, Ye, Ye Xia",8,16,2.0,3,0,,,,,,,,,,,,,,,,,2,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Huazhong University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4750791,China,Henan Agricultural University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,
Yejin Choi,1,,https://openalex.org/A5109705925,A5109705925,https://orcid.org/0009-0003-2495-6269,Yejin Choi,"Choi, Yejin, Foerster, Jakob, Yejin Choi",46,66,1.434782608695652,5,2,,,,,,,,,,,,,,,,,2,False,False,True,"South Korea, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Stanford University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I89004649,South Korea,Korea Institute of Industrial Technology,https://openalex.org/I97018004,United States,Stanford University,,,
Yi-Chang Chen,1,,https://openalex.org/A5101438453,A5101438453,https://orcid.org/0000-0003-3722-6348,Yi-Chang Chen,"Chen Yi-Chang, Chen, Yi-Chang, Chen, Yichang, Yi-Chang Chen, Yichang Chen",47,717,2.1818181818181817,10,11,,,,,,,,,,,,,,,,,8,False,True,False,"China, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Tajen University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I25846049,Taiwan,National Tsing Hua University,https://openalex.org/I99908691,Taiwan,Yuan Ze University,https://openalex.org/I99908691,Taiwan,Yuan Ze University,https://openalex.org/I99908691,Taiwan,Yuan Ze University,,,,https://openalex.org/I16733864,Taiwan,National Taiwan University,https://openalex.org/I157773358,China,Sun Yat-sen University,https://openalex.org/I190409851,Taiwan,Kun Shan University,https://openalex.org/I190409851,Taiwan,Kun Shan University,,,,https://openalex.org/I80947539,China,Fuzhou University,https://openalex.org/I91125648,China,Wuhan Institute of Technology,https://openalex.org/I91125648,China,Wuhan Institute of Technology,https://openalex.org/I91125648,China,Wuhan Institute of Technology,https://openalex.org/I91125648,China,Wuhan Institute of Technology,https://openalex.org/I32303042,Taiwan,Tajen University,,,
Yichang Chen,1,,https://openalex.org/A5066724519,A5066724519,https://orcid.org/0000-0002-8782-439X,Yichang Chen,"Chan, Kelvin, Chen, Yichang, Yi-Chang Chen, Yichang Chen",13,41,4.75,4,1,,,,,,,,,,,,,,,,,3,False,True,False,"China, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2024,First Hospital of Jilin University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I65446980,Taiwan,National Chin-Yi University of Technology,https://openalex.org/I4210121946,China,Chenguang Research Institute of Chemical Industry,https://openalex.org/I4210121946,China,Chenguang Research Institute of Chemical Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210121946,China,Chenguang Research Institute of Chemical Industry,,,,,,,https://openalex.org/I4210125137,China,First Hospital of Jilin University,,,,,,
Yifeng Lu,1,,https://openalex.org/A5069653714,A5069653714,https://orcid.org/0000-0003-1973-818X,Yifeng Lu,"Lu, Yifeng, Y. H. Lu, Y. Lu, Y.H. Lu, Yifeng Lu, Yun-Chun Lu",45,1279,0.2,8,7,,,,,,,,,,,,,,,,,8,False,True,True,"Australia, China, Germany, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,4,False,2025,Guangxi Center for Disease Prevention and Control,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I165143802,Australia,University of Queensland,,,,,,,,,,https://openalex.org/I91125648,China,Wuhan Institute of Technology,,,,,,,,,,,,,,,,,,,https://openalex.org/I887968799,Germany,RWTH Aachen University,https://openalex.org/I8204097,Germany,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Germany,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Germany,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Germany,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Germany,Ludwig-Maximilians-Universität München,https://openalex.org/I50632499,China,Chongqing University of Technology,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I116953780,China,Tongji University,https://openalex.org/I4210143324,China,Guangxi Center for Disease Prevention and Control,,,
Yi‐Ting Chen,1,,https://openalex.org/A5100348259,A5100348259,https://orcid.org/0000-0001-7924-5649,Yi‐Ting Chen,"Chen, Yi-Ting, Claire Y. T. Chen, Claire Y.T. Chen, Claire Yi-Ting Chen, Yi-Ting Chen, Yiting Chen, Yi‐Ting Chen, Yi‐ting Chen",81,2082,1.1666666666666667,16,28,,,,,,,,,,,,,,,,,10,False,True,True,"China, France, Germany, Taiwan, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,5,False,2025,Guangxi Veterinary Research Institute,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I134161618,Taiwan,National Taiwan Normal University,,,,https://openalex.org/I84653119,Taiwan,Academia Sinica,https://openalex.org/I89178830,Taiwan,National Kaohsiung University of Applied Sciences,,,,https://openalex.org/I89178830,Taiwan,National Kaohsiung University of Applied Sciences,https://openalex.org/I89178830,Taiwan,National Kaohsiung University of Applied Sciences,https://openalex.org/I219193219,United States,Purdue University West Lafayette,https://openalex.org/I89178830,Taiwan,National Kaohsiung University of Applied Sciences,https://openalex.org/I51434173,Taiwan,"Institute of Economics, Academia Sinica",https://openalex.org/I51434173,Taiwan,"Institute of Economics, Academia Sinica",https://openalex.org/I44461941,United States,University of Houston,https://openalex.org/I4210145184,United States,Honda (United States),https://openalex.org/I4210126694,Germany,Cardiovascular Center Frankfurt,https://openalex.org/I4210145184,United States,Honda (United States),https://openalex.org/I4210131537,France,Montpellier Business School,https://openalex.org/I4210131537,France,Montpellier Business School,https://openalex.org/I4210131537,France,Montpellier Business School,https://openalex.org/I4210131537,France,Montpellier Business School,https://openalex.org/I4210136411,China,Guangxi Veterinary Research Institute,,,
Yun-Hsuan Sung,2,,https://openalex.org/A5113807382,A5113807382,,Yun-Hsuan Sung,"Sung, Yun-Hsuan, Sung, Yun-hsuan, Sung, Yunhsuan, Yun-Hsuan Sung, Yun-hsuan Sung, Yunhsuan Sung",44,4171,8.142857142857142,18,24,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2023,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,
Zach Gleicher,2,,https://openalex.org/A5093547791,A5093547791,,Zach Gleicher,"Bunyan, Oskar, Gleicher, Zach, Zach Gleicher",4,1062,91.66666666666669,2,2,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhe Dong,2,,https://openalex.org/A5101842429,A5101842429,https://orcid.org/0000-0001-8993-1386,Zhe Dong,"Dong Zhe, Dong, Zhe, Z. DONG, Z. Dong, ZHE DONG, Zhe Dong, Zhe, Dong",47,173,2.0,7,5,,,,,,,,,,,,,,,,,5,False,True,True,"China, Switzerland, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2024,Baidu (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I76130692,China,Zhejiang University,,,,https://openalex.org/I52357470,United States,The Ohio State University,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I150807315,China,Guangxi University,https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I98301712,China,Baidu (China),,,,,,
Zhe Li,2,,https://openalex.org/A5100356685,A5100356685,https://orcid.org/0000-0002-9357-6839,Zhe Li,"Hai-Bin Luo, Li, Zhe, Xu, Jie, Y. Z. Li, Ya Li, Yu Li, Yvxuan Li, Z Li, ZHE LI, Zhe LI",186,4840,5.088888888888889,36,95,,,,,,,,,,,,,,,,,17,False,True,True,"Australia, China, Taiwan, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,4,False,2026,Lanzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210125633,Australia,Sydney Children's Hospital,https://openalex.org/I180670191,United States,"University of California, San Francisco",,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I107672454,United States,Dartmouth College,https://openalex.org/I107672454,United States,Dartmouth College,,,,,,,https://openalex.org/I4210099373,China,Second Hospital of Hebei Medical University,,,,https://openalex.org/I2800249840,Australia,Concord Repatriation General Hospital,,,,https://openalex.org/I49332381,United States,University of Oklahoma Health Sciences Center,https://openalex.org/I76835614,United States,University of Missouri,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I4390039329,United States,UNC Lineberger Comprehensive Cancer Center,https://openalex.org/I2799853436,United States,Johns Hopkins Medicine,https://openalex.org/I2799853436,United States,Johns Hopkins Medicine,https://openalex.org/I76214153,China,Lanzhou University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I4210164332,China,Shenzhen Second People's Hospital,https://openalex.org/I4210156804,China,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I84653119,Taiwan,Academia Sinica,https://openalex.org/I91935597,China,University of South China,https://openalex.org/I91935597,China,University of South China,https://openalex.org/I71459812,China,Beijing International Studies University,https://openalex.org/I76214153,China,Lanzhou University
